importer,product,sector,year,continent,opportunity_label
170,9011,Instruments & Optics,2024,America,1
116,9614,Furniture & Misc,2024,Asia,1
608,1209,Agriculture & Food,2024,Asia,1
152,9102,Instruments & Optics,2024,America,0
188,3707,Chemicals,2024,America,0
124,2902,Chemicals,2024,America,1
100,2201,Agriculture & Food,2024,Europe,1
752,8483,Machinery & Equipment,2024,Europe,2
152,2843,Chemicals,2024,America,0
484,5309,Textiles & Clothing,2024,America,1
566,1103,Agriculture & Food,2024,Africa,0
643,3906,Plastics & Rubber,2024,Asia,0
300,8528,Machinery & Equipment,2024,Europe,2
634,8904,Transport,2024,Asia,1
100,2714,Energy & Hydrocarbons,2024,Europe,1
504,908,Agriculture & Food,2024,Africa,0
780,9020,Instruments & Optics,2024,America,1
112,5109,Textiles & Clothing,2024,Europe,1
804,5607,Textiles & Clothing,2024,Europe,1
512,8208,Metals & Metal Products,2024,Asia,1
699,8467,Machinery & Equipment,2024,Asia,2
566,6111,Textiles & Clothing,2024,Africa,1
780,2846,Chemicals,2024,America,1
858,9610,Furniture & Misc,2024,America,0
384,6207,Textiles & Clothing,2024,Africa,0
757,8446,Machinery & Equipment,2024,Europe,0
643,2823,Chemicals,2024,Asia,1
246,2903,Chemicals,2024,Europe,2
100,8542,Machinery & Equipment,2024,Europe,2
470,4104,"Wood, Paper & Leather",2024,Europe,1
203,4013,Plastics & Rubber,2024,Europe,0
112,8428,Machinery & Equipment,2024,Europe,0
512,2530,Minerals & Raw Materials,2024,Asia,1
392,5911,Textiles & Clothing,2024,Asia,0
784,3904,Plastics & Rubber,2024,Asia,0
591,6305,Textiles & Clothing,2024,America,1
642,6402,Footwear & Headgear,2024,Europe,2
380,8511,Machinery & Equipment,2024,Europe,1
428,7616,Metals & Metal Products,2024,Europe,2
300,8308,Metals & Metal Products,2024,Europe,1
384,8441,Machinery & Equipment,2024,Africa,1
144,7413,Metals & Metal Products,2024,Asia,1
634,9001,Instruments & Optics,2024,Asia,0
442,3912,Plastics & Rubber,2024,Europe,0
203,5501,Textiles & Clothing,2024,Europe,0
504,3911,Plastics & Rubber,2024,Africa,1
340,2504,Minerals & Raw Materials,2024,America,0
699,8548,Machinery & Equipment,2024,Asia,1
792,8415,Machinery & Equipment,2024,Europe,2
300,5514,Textiles & Clothing,2024,Europe,1
566,8434,Machinery & Equipment,2024,Africa,0
566,4202,"Wood, Paper & Leather",2024,Africa,2
643,9020,Instruments & Optics,2024,Asia,0
703,4817,"Wood, Paper & Leather",2024,Europe,0
384,8604,Transport,2024,Africa,1
400,8802,Transport,2024,Asia,2
528,4905,"Wood, Paper & Leather",2024,Europe,1
600,2401,Agriculture & Food,2024,America,2
70,5901,Textiles & Clothing,2024,Europe,1
504,7209,Metals & Metal Products,2024,Africa,2
104,8486,Machinery & Equipment,2024,Asia,2
634,4115,"Wood, Paper & Leather",2024,Asia,1
818,4810,"Wood, Paper & Leather",2024,Africa,2
398,510,Agriculture & Food,2024,Asia,1
784,807,Agriculture & Food,2024,Asia,0
372,9012,Instruments & Optics,2024,Europe,1
276,7903,Metals & Metal Products,2024,Europe,0
512,104,Agriculture & Food,2024,Asia,0
191,8510,Machinery & Equipment,2024,Europe,1
404,8476,Machinery & Equipment,2024,Africa,0
699,2306,Agriculture & Food,2024,Asia,0
112,7322,Metals & Metal Products,2024,Europe,0
100,8307,Metals & Metal Products,2024,Europe,0
380,4909,"Wood, Paper & Leather",2024,Europe,1
458,6002,Textiles & Clothing,2024,Asia,1
372,3919,Plastics & Rubber,2024,Europe,2
780,7806,Metals & Metal Products,2024,America,1
579,7616,Metals & Metal Products,2024,Europe,2
104,7312,Metals & Metal Products,2024,Asia,1
398,2512,Minerals & Raw Materials,2024,Asia,1
50,4408,"Wood, Paper & Leather",2024,Asia,0
752,8209,Metals & Metal Products,2024,Europe,1
528,2204,Agriculture & Food,2024,Europe,1
860,6115,Textiles & Clothing,2024,Asia,2
320,2837,Chemicals,2024,America,1
780,1502,Agriculture & Food,2024,America,1
404,2712,Energy & Hydrocarbons,2024,Africa,1
340,8519,Machinery & Equipment,2024,America,1
398,8413,Machinery & Equipment,2024,Asia,2
170,2506,Minerals & Raw Materials,2024,America,1
554,601,Agriculture & Food,2024,Pacific,0
784,8107,Metals & Metal Products,2024,Asia,1
70,5904,Textiles & Clothing,2024,Europe,1
862,3812,Chemicals,2024,America,1
528,8714,Transport,2024,Europe,0
764,7102,Precious Metals & Gems,2024,Asia,0
100,6905,"Stone, Glass & Ceramics",2024,Europe,1
470,2807,Chemicals,2024,Europe,1
340,8431,Machinery & Equipment,2024,America,2
233,7305,Metals & Metal Products,2024,Europe,1
188,8484,Machinery & Equipment,2024,America,1
340,7010,"Stone, Glass & Ceramics",2024,America,2
699,7320,Metals & Metal Products,2024,Asia,1
703,9602,Furniture & Misc,2024,Europe,1
554,910,Agriculture & Food,2024,Pacific,1
458,7115,Precious Metals & Gems,2024,Asia,1
152,303,Agriculture & Food,2024,America,2
191,8430,Machinery & Equipment,2024,Europe,0
414,3915,Plastics & Rubber,2024,Asia,0
340,2808,Chemicals,2024,America,1
320,3606,Chemicals,2024,America,1
276,507,Agriculture & Food,2024,Europe,0
214,6214,Textiles & Clothing,2024,America,1
208,2839,Chemicals,2024,Europe,0
842,7321,Metals & Metal Products,2024,America,0
112,905,Agriculture & Food,2024,Europe,0
360,5311,Textiles & Clothing,2024,Asia,1
400,5702,Textiles & Clothing,2024,Asia,0
702,5311,Textiles & Clothing,2024,Asia,1
842,5005,Textiles & Clothing,2024,America,1
757,5006,Textiles & Clothing,2024,Europe,1
372,1001,Agriculture & Food,2024,Europe,2
682,8454,Machinery & Equipment,2024,Asia,1
764,1701,Agriculture & Food,2024,Asia,2
434,8517,Machinery & Equipment,2024,Africa,0
70,1004,Agriculture & Food,2024,Europe,1
300,4015,Plastics & Rubber,2024,Europe,0
368,5513,Textiles & Clothing,2024,Asia,0
344,6309,Textiles & Clothing,2024,Asia,1
48,7610,Metals & Metal Products,2024,Asia,2
858,601,Agriculture & Food,2024,America,1
780,3902,Plastics & Rubber,2024,America,2
36,2713,Energy & Hydrocarbons,2024,Pacific,1
24,5909,Textiles & Clothing,2024,Africa,1
566,7310,Metals & Metal Products,2024,Africa,0
528,910,Agriculture & Food,2024,Europe,1
860,2912,Chemicals,2024,Asia,1
804,910,Agriculture & Food,2024,Europe,1
203,8530,Machinery & Equipment,2024,Europe,1
858,2808,Chemicals,2024,America,1
842,6814,"Stone, Glass & Ceramics",2024,America,1
233,3911,Plastics & Rubber,2024,Europe,1
642,3803,Chemicals,2024,Europe,1
340,6913,"Stone, Glass & Ceramics",2024,America,1
384,301,Agriculture & Food,2024,Africa,1
579,2802,Chemicals,2024,Europe,1
340,2809,Chemicals,2024,America,1
100,9405,Furniture & Misc,2024,Europe,0
470,8504,Machinery & Equipment,2024,Europe,2
757,8605,Transport,2024,Europe,1
276,5503,Textiles & Clothing,2024,Europe,0
188,9619,Furniture & Misc,2024,America,2
428,8110,Metals & Metal Products,2024,Europe,0
214,9109,Instruments & Optics,2024,America,1
180,3916,Plastics & Rubber,2024,Africa,1
218,6812,"Stone, Glass & Ceramics",2024,America,0
104,6116,Textiles & Clothing,2024,Asia,1
392,8209,Metals & Metal Products,2024,Asia,0
834,2805,Chemicals,2024,Africa,1
757,6810,"Stone, Glass & Ceramics",2024,Europe,0
208,8415,Machinery & Equipment,2024,Europe,1
320,8414,Machinery & Equipment,2024,America,2
191,506,Agriculture & Food,2024,Europe,1
752,9602,Furniture & Misc,2024,Europe,0
276,304,Agriculture & Food,2024,Europe,2
203,3502,Chemicals,2024,Europe,1
191,5208,Textiles & Clothing,2024,Europe,1
792,1603,Agriculture & Food,2024,Europe,1
842,713,Agriculture & Food,2024,America,2
842,7217,Metals & Metal Products,2024,America,1
620,6507,Footwear & Headgear,2024,Europe,0
360,5511,Textiles & Clothing,2024,Asia,0
818,9019,Instruments & Optics,2024,Africa,0
826,2519,Minerals & Raw Materials,2024,Europe,0
214,1515,Agriculture & Food,2024,America,1
400,4808,"Wood, Paper & Leather",2024,Asia,1
688,5101,Textiles & Clothing,2024,Unknown,1
458,8605,Transport,2024,Asia,0
458,2304,Agriculture & Food,2024,Asia,1
858,9307,Arms & Ammunition,2024,America,1
764,7415,Metals & Metal Products,2024,Asia,0
31,6206,Textiles & Clothing,2024,Asia,2
340,8486,Machinery & Equipment,2024,America,2
404,8506,Machinery & Equipment,2024,Africa,1
620,4702,"Wood, Paper & Leather",2024,Europe,0
300,8603,Transport,2024,Europe,0
458,6113,Textiles & Clothing,2024,Asia,1
858,1202,Agriculture & Food,2024,America,0
484,2832,Chemicals,2024,America,1
203,7019,"Stone, Glass & Ceramics",2024,Europe,2
688,7101,Precious Metals & Gems,2024,Unknown,1
36,5307,Textiles & Clothing,2024,Pacific,0
428,4206,"Wood, Paper & Leather",2024,Europe,1
566,6303,Textiles & Clothing,2024,Africa,1
842,8454,Machinery & Equipment,2024,America,1
188,102,Agriculture & Food,2024,America,2
862,2403,Agriculture & Food,2024,America,2
702,3006,Chemicals,2024,Asia,0
566,4417,"Wood, Paper & Leather",2024,Africa,0
56,4416,"Wood, Paper & Leather",2024,Europe,1
764,2617,Minerals & Raw Materials,2024,Asia,1
504,5903,Textiles & Clothing,2024,Africa,2
152,8480,Machinery & Equipment,2024,America,0
214,809,Agriculture & Food,2024,America,2
380,905,Agriculture & Food,2024,Europe,1
218,7602,Metals & Metal Products,2024,America,2
442,8443,Machinery & Equipment,2024,Europe,2
116,7318,Metals & Metal Products,2024,Asia,2
208,402,Agriculture & Food,2024,Europe,2
642,4201,"Wood, Paper & Leather",2024,Europe,1
704,2002,Agriculture & Food,2024,Asia,1
804,2524,Minerals & Raw Materials,2024,Europe,0
31,7608,Metals & Metal Products,2024,Asia,1
458,3302,Chemicals,2024,Asia,2
826,2710,Energy & Hydrocarbons,2024,Europe,2
56,2927,Chemicals,2024,Europe,0
428,811,Agriculture & Food,2024,Europe,0
156,6113,Textiles & Clothing,2024,Asia,1
608,7506,Metals & Metal Products,2024,Asia,1
100,7213,Metals & Metal Products,2024,Europe,1
458,3807,Chemicals,2024,Asia,1
634,8517,Machinery & Equipment,2024,Asia,0
784,4414,"Wood, Paper & Leather",2024,Asia,0
682,306,Agriculture & Food,2024,Asia,0
788,6814,"Stone, Glass & Ceramics",2024,Africa,1
554,1601,Agriculture & Food,2024,Pacific,1
233,1104,Agriculture & Food,2024,Europe,1
470,6215,Textiles & Clothing,2024,Europe,1
682,2206,Agriculture & Food,2024,Asia,1
180,9608,Furniture & Misc,2024,Africa,1
634,3803,Chemicals,2024,Asia,0
368,3819,Chemicals,2024,Asia,1
834,902,Agriculture & Food,2024,Africa,1
56,6303,Textiles & Clothing,2024,Europe,1
76,7406,Metals & Metal Products,2024,America,1
398,1204,Agriculture & Food,2024,Asia,1
218,6306,Textiles & Clothing,2024,America,1
422,9406,Furniture & Misc,2024,Asia,2
100,3210,Chemicals,2024,Europe,1
40,4910,"Wood, Paper & Leather",2024,Europe,1
682,5003,Textiles & Clothing,2024,Asia,1
702,9703,Arts & Antiques,2024,Asia,1
818,7304,Metals & Metal Products,2024,Africa,2
300,7218,Metals & Metal Products,2024,Europe,1
188,2501,Minerals & Raw Materials,2024,America,1
470,3401,Chemicals,2024,Europe,2
705,6106,Textiles & Clothing,2024,Europe,1
70,3212,Chemicals,2024,Europe,1
764,2918,Chemicals,2024,Asia,2
124,7316,Metals & Metal Products,2024,America,1
504,4809,"Wood, Paper & Leather",2024,Africa,1
643,9012,Instruments & Optics,2024,Asia,1
68,9104,Instruments & Optics,2024,America,1
344,3913,Plastics & Rubber,2024,Asia,1
170,8414,Machinery & Equipment,2024,America,2
392,8419,Machinery & Equipment,2024,Asia,2
246,6903,"Stone, Glass & Ceramics",2024,Europe,1
862,2528,Minerals & Raw Materials,2024,America,1
68,2837,Chemicals,2024,America,1
428,4005,Plastics & Rubber,2024,Europe,0
566,1604,Agriculture & Food,2024,Africa,2
380,6306,Textiles & Clothing,2024,Europe,1
604,1001,Agriculture & Food,2024,America,2
858,1803,Agriculture & Food,2024,America,1
364,7216,Metals & Metal Products,2024,Asia,0
705,4802,"Wood, Paper & Leather",2024,Europe,2
643,8507,Machinery & Equipment,2024,Asia,0
764,5508,Textiles & Clothing,2024,Asia,1
458,7316,Metals & Metal Products,2024,Asia,1
608,3305,Chemicals,2024,Asia,2
757,6909,"Stone, Glass & Ceramics",2024,Europe,0
170,8538,Machinery & Equipment,2024,America,2
76,8456,Machinery & Equipment,2024,America,1
392,9706,Arts & Antiques,2024,Asia,0
804,8007,Metals & Metal Products,2024,Europe,0
788,1504,Agriculture & Food,2024,Africa,1
410,2006,Agriculture & Food,2024,Asia,1
528,9607,Furniture & Misc,2024,Europe,1
780,5808,Textiles & Clothing,2024,America,0
380,8536,Machinery & Equipment,2024,Europe,2
818,8461,Machinery & Equipment,2024,Africa,1
410,2915,Chemicals,2024,Asia,0
360,7903,Metals & Metal Products,2024,Asia,1
364,2804,Chemicals,2024,Asia,0
180,7615,Metals & Metal Products,2024,Africa,1
372,5307,Textiles & Clothing,2024,Europe,0
604,2709,Energy & Hydrocarbons,2024,America,2
32,1302,Agriculture & Food,2024,America,0
251,4005,Plastics & Rubber,2024,Europe,1
703,3211,Chemicals,2024,Europe,0
208,708,Agriculture & Food,2024,Europe,0
410,6810,"Stone, Glass & Ceramics",2024,Asia,1
276,9014,Instruments & Optics,2024,Europe,1
400,2204,Agriculture & Food,2024,Asia,1
218,2712,Energy & Hydrocarbons,2024,America,1
826,8113,Metals & Metal Products,2024,Europe,1
76,2830,Chemicals,2024,America,1
818,2913,Chemicals,2024,Africa,1
203,6703,Footwear & Headgear,2024,Europe,1
724,2850,Chemicals,2024,Europe,0
398,2101,Agriculture & Food,2024,Asia,2
579,3702,Chemicals,2024,Europe,1
702,8102,Metals & Metal Products,2024,Asia,1
788,4503,"Wood, Paper & Leather",2024,Africa,0
616,3805,Chemicals,2024,Europe,1
208,8801,Transport,2024,Europe,1
705,8413,Machinery & Equipment,2024,Europe,2
566,908,Agriculture & Food,2024,Africa,1
364,4412,"Wood, Paper & Leather",2024,Asia,0
634,603,Agriculture & Food,2024,Asia,1
191,2936,Chemicals,2024,Europe,0
368,8303,Metals & Metal Products,2024,Asia,0
320,1512,Agriculture & Food,2024,America,2
398,6112,Textiles & Clothing,2024,Asia,1
579,8405,Machinery & Equipment,2024,Europe,1
32,2833,Chemicals,2024,America,1
368,5209,Textiles & Clothing,2024,Asia,1
604,8507,Machinery & Equipment,2024,America,2
752,8419,Machinery & Equipment,2024,Europe,0
704,7304,Metals & Metal Products,2024,Asia,0
643,8107,Metals & Metal Products,2024,Asia,1
76,8530,Machinery & Equipment,2024,America,1
156,3804,Chemicals,2024,Asia,1
76,2526,Minerals & Raw Materials,2024,America,1
705,1002,Agriculture & Food,2024,Europe,1
586,4115,"Wood, Paper & Leather",2024,Asia,0
788,2514,Minerals & Raw Materials,2024,Africa,0
704,814,Agriculture & Food,2024,Asia,1
300,6202,Textiles & Clothing,2024,Europe,2
512,2616,Minerals & Raw Materials,2024,Asia,0
442,2621,Minerals & Raw Materials,2024,Europe,1
180,5407,Textiles & Clothing,2024,Africa,2
56,9021,Instruments & Optics,2024,Europe,2
410,713,Agriculture & Food,2024,Asia,1
858,7314,Metals & Metal Products,2024,America,0
757,2822,Chemicals,2024,Europe,1
368,3506,Chemicals,2024,Asia,2
364,7324,Metals & Metal Products,2024,Asia,1
504,2529,Minerals & Raw Materials,2024,Africa,1
440,8307,Metals & Metal Products,2024,Europe,1
104,2901,Chemicals,2024,Asia,2
276,2508,Minerals & Raw Materials,2024,Europe,0
634,3809,Chemicals,2024,Asia,1
642,1604,Agriculture & Food,2024,Europe,2
862,8903,Transport,2024,America,2
608,4113,"Wood, Paper & Leather",2024,Asia,1
862,8212,Metals & Metal Products,2024,America,1
586,6802,"Stone, Glass & Ceramics",2024,Asia,2
398,802,Agriculture & Food,2024,Asia,0
368,5210,Textiles & Clothing,2024,Asia,1
76,4405,"Wood, Paper & Leather",2024,America,0
400,7228,Metals & Metal Products,2024,Asia,1
834,8209,Metals & Metal Products,2024,Africa,0
214,4703,"Wood, Paper & Leather",2024,America,1
116,8213,Metals & Metal Products,2024,Asia,1
634,3806,Chemicals,2024,Asia,1
705,409,Agriculture & Food,2024,Europe,1
780,8501,Machinery & Equipment,2024,America,2
818,7322,Metals & Metal Products,2024,Africa,1
218,7413,Metals & Metal Products,2024,America,0
470,8434,Machinery & Equipment,2024,Europe,1
32,9702,Arts & Antiques,2024,America,1
703,2106,Agriculture & Food,2024,Europe,2
218,9604,Furniture & Misc,2024,America,0
858,8544,Machinery & Equipment,2024,America,2
470,2808,Chemicals,2024,Europe,1
434,9303,Arms & Ammunition,2024,Africa,1
634,8421,Machinery & Equipment,2024,Asia,2
784,307,Agriculture & Food,2024,Asia,2
826,8414,Machinery & Equipment,2024,Europe,2
344,2502,Minerals & Raw Materials,2024,Asia,0
368,2601,Minerals & Raw Materials,2024,Asia,0
40,6811,"Stone, Glass & Ceramics",2024,Europe,1
152,8205,Metals & Metal Products,2024,America,0
348,7221,Metals & Metal Products,2024,Europe,1
300,1801,Agriculture & Food,2024,Europe,2
422,6203,Textiles & Clothing,2024,Asia,2
320,6203,Textiles & Clothing,2024,America,2
608,4012,Plastics & Rubber,2024,Asia,1
862,4010,Plastics & Rubber,2024,America,1
616,8462,Machinery & Equipment,2024,Europe,0
233,8402,Machinery & Equipment,2024,Europe,1
170,3903,Plastics & Rubber,2024,America,2
642,4301,"Wood, Paper & Leather",2024,Europe,0
380,6112,Textiles & Clothing,2024,Europe,1
233,5703,Textiles & Clothing,2024,Europe,1
48,204,Agriculture & Food,2024,Asia,1
24,711,Agriculture & Food,2024,Africa,1
784,8113,Metals & Metal Products,2024,Asia,1
404,7301,Metals & Metal Products,2024,Africa,0
392,7207,Metals & Metal Products,2024,Asia,0
76,3204,Chemicals,2024,America,1
218,7406,Metals & Metal Products,2024,America,0
398,4410,"Wood, Paper & Leather",2024,Asia,2
344,7003,"Stone, Glass & Ceramics",2024,Asia,0
392,1522,Agriculture & Food,2024,Asia,1
233,1521,Agriculture & Food,2024,Europe,1
554,8526,Machinery & Equipment,2024,Pacific,2
404,405,Agriculture & Food,2024,Africa,2
834,3703,Chemicals,2024,Africa,1
858,5701,Textiles & Clothing,2024,America,0
251,6210,Textiles & Clothing,2024,Europe,0
818,2401,Agriculture & Food,2024,Africa,2
554,9605,Furniture & Misc,2024,Pacific,1
554,4206,"Wood, Paper & Leather",2024,Pacific,1
360,801,Agriculture & Food,2024,Asia,1
642,807,Agriculture & Food,2024,Europe,1
600,3505,Chemicals,2024,America,0
348,707,Agriculture & Food,2024,Europe,1
191,7221,Metals & Metal Products,2024,Europe,0
124,7615,Metals & Metal Products,2024,America,0
458,8308,Metals & Metal Products,2024,Asia,1
512,6305,Textiles & Clothing,2024,Asia,0
634,7326,Metals & Metal Products,2024,Asia,2
400,2837,Chemicals,2024,Asia,0
380,5203,Textiles & Clothing,2024,Europe,1
440,703,Agriculture & Food,2024,Europe,1
144,8533,Machinery & Equipment,2024,Asia,0
858,5807,Textiles & Clothing,2024,America,1
442,5601,Textiles & Clothing,2024,Europe,1
434,6006,Textiles & Clothing,2024,Africa,2
440,2002,Agriculture & Food,2024,Europe,1
76,4905,"Wood, Paper & Leather",2024,America,1
56,104,Agriculture & Food,2024,Europe,0
368,2925,Chemicals,2024,Asia,1
703,9031,Instruments & Optics,2024,Europe,2
233,4407,"Wood, Paper & Leather",2024,Europe,0
152,305,Agriculture & Food,2024,America,0
180,8409,Machinery & Equipment,2024,Africa,2
392,204,Agriculture & Food,2024,Asia,1
894,8406,Machinery & Equipment,2024,Africa,1
440,4101,"Wood, Paper & Leather",2024,Europe,0
368,2521,Minerals & Raw Materials,2024,Asia,1
826,206,Agriculture & Food,2024,Europe,1
410,814,Agriculture & Food,2024,Asia,0
484,8463,Machinery & Equipment,2024,America,1
442,909,Agriculture & Food,2024,Europe,1
348,2707,Energy & Hydrocarbons,2024,Europe,2
156,8508,Machinery & Equipment,2024,Asia,1
214,3823,Chemicals,2024,America,2
705,8431,Machinery & Equipment,2024,Europe,2
398,8440,Machinery & Equipment,2024,Asia,1
300,5113,Textiles & Clothing,2024,Europe,1
246,7905,Metals & Metal Products,2024,Europe,1
218,4016,Plastics & Rubber,2024,America,2
233,2615,Minerals & Raw Materials,2024,Europe,1
276,1203,Agriculture & Food,2024,Europe,1
528,4013,Plastics & Rubber,2024,Europe,0
70,8514,Machinery & Equipment,2024,Europe,1
704,5109,Textiles & Clothing,2024,Asia,0
752,4410,"Wood, Paper & Leather",2024,Europe,0
404,6109,Textiles & Clothing,2024,Africa,2
860,9011,Instruments & Optics,2024,Asia,1
32,303,Agriculture & Food,2024,America,2
214,8510,Machinery & Equipment,2024,America,1
703,8545,Machinery & Equipment,2024,Europe,0
528,802,Agriculture & Food,2024,Europe,2
233,2701,Energy & Hydrocarbons,2024,Europe,2
440,2304,Agriculture & Food,2024,Europe,2
699,8430,Machinery & Equipment,2024,Asia,1
40,2710,Energy & Hydrocarbons,2024,Europe,2
112,9026,Instruments & Optics,2024,Europe,0
818,8215,Metals & Metal Products,2024,Africa,1
757,2506,Minerals & Raw Materials,2024,Europe,1
384,9609,Furniture & Misc,2024,Africa,1
608,8113,Metals & Metal Products,2024,Asia,1
372,8109,Metals & Metal Products,2024,Europe,1
68,4823,"Wood, Paper & Leather",2024,America,2
470,1205,Agriculture & Food,2024,Europe,2
834,7111,Precious Metals & Gems,2024,Africa,1
50,8479,Machinery & Equipment,2024,Asia,0
784,3402,Chemicals,2024,Asia,0
398,5910,Textiles & Clothing,2024,Asia,1
528,9704,Arts & Antiques,2024,Europe,1
842,6003,Textiles & Clothing,2024,America,1
104,4409,"Wood, Paper & Leather",2024,Asia,0
276,8601,Transport,2024,Europe,1
834,1201,Agriculture & Food,2024,Africa,2
50,5906,Textiles & Clothing,2024,Asia,1
208,2909,Chemicals,2024,Europe,1
826,3702,Chemicals,2024,Europe,1
188,8545,Machinery & Equipment,2024,America,1
860,5111,Textiles & Clothing,2024,Asia,1
40,9610,Furniture & Misc,2024,Europe,1
757,1102,Agriculture & Food,2024,Europe,1
784,408,Agriculture & Food,2024,Asia,1
600,5407,Textiles & Clothing,2024,America,2
344,8523,Machinery & Equipment,2024,Asia,2
364,2837,Chemicals,2024,Asia,1
348,8532,Machinery & Equipment,2024,Europe,1
554,2303,Agriculture & Food,2024,Pacific,1
398,7216,Metals & Metal Products,2024,Asia,2
288,5403,Textiles & Clothing,2024,Africa,1
191,9302,Arms & Ammunition,2024,Europe,1
528,6202,Textiles & Clothing,2024,Europe,1
360,8905,Transport,2024,Asia,0
364,8804,Transport,2024,Asia,1
32,9030,Instruments & Optics,2024,America,2
50,5810,Textiles & Clothing,2024,Asia,1
400,8468,Machinery & Equipment,2024,Asia,0
634,9601,Furniture & Misc,2024,Asia,1
862,1103,Agriculture & Food,2024,America,1
752,2701,Energy & Hydrocarbons,2024,Europe,2
31,7326,Metals & Metal Products,2024,Asia,2
528,5110,Textiles & Clothing,2024,Europe,1
600,5903,Textiles & Clothing,2024,America,2
470,8707,Transport,2024,Europe,2
428,1401,Agriculture & Food,2024,Europe,0
702,2617,Minerals & Raw Materials,2024,Asia,1
400,8473,Machinery & Equipment,2024,Asia,0
757,5403,Textiles & Clothing,2024,Europe,1
116,6303,Textiles & Clothing,2024,Asia,1
579,4106,"Wood, Paper & Leather",2024,Europe,0
152,7611,Metals & Metal Products,2024,America,1
554,710,Agriculture & Food,2024,Pacific,1
703,4818,"Wood, Paper & Leather",2024,Europe,2
364,8529,Machinery & Equipment,2024,Asia,0
784,2833,Chemicals,2024,Asia,1
56,8102,Metals & Metal Products,2024,Europe,1
894,511,Agriculture & Food,2024,Africa,1
788,4911,"Wood, Paper & Leather",2024,Africa,2
705,602,Agriculture & Food,2024,Europe,2
188,7324,Metals & Metal Products,2024,America,1
380,7611,Metals & Metal Products,2024,Europe,1
826,2303,Agriculture & Food,2024,Europe,1
699,9503,Furniture & Misc,2024,Asia,2
112,1903,Agriculture & Food,2024,Europe,1
834,8429,Machinery & Equipment,2024,Africa,2
124,302,Agriculture & Food,2024,America,2
434,8201,Metals & Metal Products,2024,Africa,1
642,9108,Instruments & Optics,2024,Europe,1
682,5307,Textiles & Clothing,2024,Asia,0
440,7110,Precious Metals & Gems,2024,Europe,0
591,3919,Plastics & Rubber,2024,America,2
24,8467,Machinery & Equipment,2024,Africa,2
152,2703,Energy & Hydrocarbons,2024,America,0
634,4818,"Wood, Paper & Leather",2024,Asia,2
144,2515,Minerals & Raw Materials,2024,Asia,1
704,8420,Machinery & Equipment,2024,Asia,1
24,3210,Chemicals,2024,Africa,1
600,102,Agriculture & Food,2024,America,0
699,9022,Instruments & Optics,2024,Asia,2
344,1803,Agriculture & Food,2024,Asia,0
788,7229,Metals & Metal Products,2024,Africa,1
68,5208,Textiles & Clothing,2024,America,1
579,7411,Metals & Metal Products,2024,Europe,0
600,6207,Textiles & Clothing,2024,America,1
834,9403,Furniture & Misc,2024,Africa,2
104,2923,Chemicals,2024,Asia,1
579,1516,Agriculture & Food,2024,Europe,1
40,2826,Chemicals,2024,Europe,1
764,302,Agriculture & Food,2024,Asia,2
705,5206,Textiles & Clothing,2024,Europe,0
643,5515,Textiles & Clothing,2024,Asia,1
203,4001,Plastics & Rubber,2024,Europe,2
32,8531,Machinery & Equipment,2024,America,2
116,2933,Chemicals,2024,Asia,2
608,1605,Agriculture & Food,2024,Asia,0
554,8504,Machinery & Equipment,2024,Pacific,2
50,8805,Transport,2024,Asia,1
320,2845,Chemicals,2024,America,1
380,2307,Agriculture & Food,2024,Europe,0
100,2209,Agriculture & Food,2024,Europe,1
288,7406,Metals & Metal Products,2024,Africa,1
288,9020,Instruments & Optics,2024,Africa,1
860,6914,"Stone, Glass & Ceramics",2024,Asia,1
591,9611,Furniture & Misc,2024,America,0
104,2842,Chemicals,2024,Asia,0
300,7403,Metals & Metal Products,2024,Europe,2
372,6215,Textiles & Clothing,2024,Europe,1
784,8429,Machinery & Equipment,2024,Asia,2
124,809,Agriculture & Food,2024,America,2
50,9619,Furniture & Misc,2024,Asia,0
634,1007,Agriculture & Food,2024,Asia,1
440,2613,Minerals & Raw Materials,2024,Europe,1
764,8479,Machinery & Equipment,2024,Asia,2
203,7907,Metals & Metal Products,2024,Europe,0
208,8459,Machinery & Equipment,2024,Europe,1
554,8109,Metals & Metal Products,2024,Pacific,1
642,6913,"Stone, Glass & Ceramics",2024,Europe,1
251,7001,"Stone, Glass & Ceramics",2024,Europe,1
218,706,Agriculture & Food,2024,America,1
50,7506,Metals & Metal Products,2024,Asia,1
414,4602,"Wood, Paper & Leather",2024,Asia,1
528,4303,"Wood, Paper & Leather",2024,Europe,0
586,3212,Chemicals,2024,Asia,0
360,3205,Chemicals,2024,Asia,1
48,3925,Plastics & Rubber,2024,Asia,2
56,3303,Chemicals,2024,Europe,2
608,4402,"Wood, Paper & Leather",2024,Asia,0
112,402,Agriculture & Food,2024,Europe,0
124,9610,Furniture & Misc,2024,America,0
484,9616,Furniture & Misc,2024,America,1
40,8442,Machinery & Equipment,2024,Europe,0
699,1008,Agriculture & Food,2024,Asia,1
410,6504,Footwear & Headgear,2024,Asia,1
116,2931,Chemicals,2024,Asia,1
398,6806,"Stone, Glass & Ceramics",2024,Asia,1
860,8208,Metals & Metal Products,2024,Asia,1
400,8456,Machinery & Equipment,2024,Asia,1
434,1517,Agriculture & Food,2024,Africa,0
124,5403,Textiles & Clothing,2024,America,1
410,6507,Footwear & Headgear,2024,Asia,0
